id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
79991,Spain,"A dusty cherry aroma turns harsh with airing, setting up a tight, acidic palate that's marked by tart raspberry and plum flavors. Scouring, spicy and peppery on the finish, this amounts to a tight, hard and basic Rioja.",Crianza,83,13.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Ontañón 2008 Crianza  (Rioja),Tempranillo-Garnacha,Bodegas Ontañón
24340,US,"You've got to love the name (there have been Henry II, III and IV's made, with different blends of grapes). This is 43% Cabernet Sauvignon, 24% Merlot, 19% Cabernet Franc, 9% Syrah and 5% Malbec. The nose shows earth and stem first, with some sweet grape and red fruits underneath. Balanced and fruit forward, with plenty of tart acids.",Henry the V,86,23.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Henry Estate 1999 Henry the V Red (Umpqua Valley),Red Blend,Henry Estate
123676,US,"This is dominated by reduced aromas that seem earthy and vegetal, and similar earthy, smoky flavors. The wine has an overall impression of being lean, medium bodied, moderately tannic and crisp.",Estate Grown,84,14.0,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,Dancing Coyote 2012 Estate Grown Pinot Noir (Clarksburg),Pinot Noir,Dancing Coyote
104169,US,"With loads of oak, pineapple and orange honey flavors, this sweet Chardonnay will appeal to those who like this heavy, over-the-top style.",,82,20.0,California,Santa Barbara County,Central Coast,,,Red Pony Ranch 2009 Chardonnay (Santa Barbara County),Chardonnay,Red Pony Ranch
13219,US,"This savory, salty and oaky white offers flavors of baked and dried apple and butterscotch. Medium to full bodied, it's a strong wine firm in tannin, with its sense of ripeness peaking on the finish.",Estate Grown,86,25.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Hanna 2013 Estate Grown Chardonnay (Russian River Valley),Chardonnay,Hanna
117692,France,"Densely tannic, this is a wine that shows some initial austerity, although the black currant fruit and toasty wood then comes through. With its structure and chewy texture, it is always likely to be a firm wine.",,87,20.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Patache d'Aux 2009  Médoc,Bordeaux-style Red Blend,Château Patache d'Aux
80201,Australia,"Starts off slightly gamy and meaty, then adds bright blueberry fruit and hints of peppery spice. It's creamy-smooth in texture, medium-bodied and nicely balanced on the juicy, mouthwatering finish. A good value red to lay in for summer grilling.",,90,14.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Nine Stones 2007 Shiraz (McLaren Vale),Shiraz,Nine Stones
128148,US,"Exceptionally ripe tropical fruit, citrus and apricot flavors combine with oak to produce this rich, opulent Chardonnay. It's brisk in acidity and modest in alcohol, giving it true elegance. Drink it now with tuna, shrimp, scallop and other rich foods that go with Chardonnay.",Rincon Vineyard,91,41.0,California,Arroyo Grande Valley,Central Coast,,,Testarossa 2011 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Testarossa
115282,US,"There's a unique, slightly oxidative quality to the nose of this bottling, with balsamic reduction, savory pepper and cola on the nose. Tart berries are surrounded by sea salt and crushed peppercorns on the palate, which is framed by squeaky tannins and persistent acidity.",Ingeborg Vineyard,90,,California,Central Coast,,Matt Kettmann,@mattkettmann,Tantara 2014 Ingeborg Vineyard Syrah,Syrah,Tantara
35894,US,"This white is barrel fermented and then aged further sur lie in a mix of French oak, stainless steel and concrete egg, with the goal of additional texture and complexity coming into play. It does, the wine intoxicating in floral apple blossom and honeysuckle, with a taste of crisp, refreshing lemon and grapefruit. Light bodied, it doesn't hold back on mouthfeel, offering richness without overripeness.",Samantha's,91,30.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Lancaster 2014 Samantha's Sauvignon Blanc (Alexander Valley),Sauvignon Blanc,Lancaster
40016,US,"Shy initially, this wine is intensely creamy and round on the palate, nearly full bodied, dry and hard to pin down. Melon and apple come into play, as do more exotic stone-fruit flavors.",,87,24.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Keating 2014 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Keating
125801,Spain,"Full on the nose, with heavy black plum and tea aromas that fall off towards herbal. The palate is big, clampy and tannic, with herbal berry and black plum flavors along with a hint of grass. Finishes with size and power. Made with certified organic grapes.",Tempranillo Made With Organic Grapes,85,10.0,Central Spain,La Mancha,,Michael Schachner,@wineschach,Paso a Paso 2009 Tempranillo Made With Organic Grapes Tempranillo (La Mancha),Tempranillo,Paso a Paso
58966,Australia,"This impressive offering is crystal-clean and direct, with green apple, lime and petrichor notes that typify Riesling. It's medium bodied and fully dry, with a long, lime-riddled finish. Drink it over the next decade or so.",,90,20.0,Western Australia,Mount Barker,,Joe Czerwinski,@JoeCz,Plantagenet 2011 Riesling (Mount Barker),Riesling,Plantagenet
70019,US,"This oddball grape is a German hybrid cross between Sylvaner and Pinot Blanc, and has nothing to do with Muscat (hence the ""k""). Intense, concentrated aromas of tangerine, kiwi and orange, with a noticeable foxiness. Ripe fruit, big flavors, and a lot of weight on the palate.",,84,18.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Covey Run 1999 Morio Muskat (Yakima Valley),Morio Muskat,Covey Run
28233,US,"This inaugural release from former NFL quarterbacks Dan Marino and Damon Huard is a blend of 86% Discovery Cabernet Sauvignon, 9% Klipsun Merlot and 5% Champoux Cabernet Franc. It's aromatically brooding at kickoff, with notes of dark coffee, dusty earth and cherry. The soft, smooth cherry and coffee flavors will benefit from additional time in the bottle, as this wine is more about elegance than sheer power. Give it until 2025–2030 to see it at its best; it has the stuffing to get there.",,93,75.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Passing Time 2012 Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Passing Time
62131,US,"This is a good-time wine that's superrich and fruity. It's easy to drink and enjoy, uncomplicated and jammy in flavor and soft in texture.",,86,20.0,California,Mendocino County,,Jim Gordon,@gordone_cellars,Edmeades 2013 Zinfandel (Mendocino County),Zinfandel,Edmeades
122737,US,"Massively rich and sweet in blackberries, cherries, cola and oak, this Cabernet trades complexity and dryness for sheer razzle-dazzle. It's an impressive, show-offy wine, but if you want to cellar it, you're a gambler.",Stagecoach Vineyard Threshold,90,55.0,California,Napa Valley,Napa,,,6 North 2008 Stagecoach Vineyard Threshold Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,6 North
11327,US,"Sourced from the producer's Reserve Block and blended with 10% Merlot from its Hillview vineyard, this is classic Oakville Cabernet, velvety on the palate and spicy in cinnamon and clove on the nose. Blackberry, dried herb and baked cherry-plum pie all play a part in providing it with richness and complexity. Drink through 2022.",Reserve,93,130.0,California,Oakville,Napa,Virginie Boone,@vboone,Groth 2012 Reserve Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Groth
95073,US,"A very nice Cabernet at a great price for the quality. It's dry and smooth, with rich Napa tannins framing classic Cab flavors of blackberries, black currants, minerals and cedar. Tastes like it costs three times as much.",,90,15.0,California,Napa Valley,Napa,,,Leaping Lizard 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Leaping Lizard
53742,France,"It's rare to find Pinot Blanc in Champagne, let alone as a stand-alone grape. From the southern Aube vineyards, it's fruitier and softer than a Chardonnay-based wine. That makes it accessible, smooth, creamy and just ready to drink.",Extra Brut,91,80.0,Champagne,Champagne,,Roger Voss,@vossroger,Chassenay d'Arce 2008 Extra Brut Pinot Blanc (Champagne),Pinot Blanc,Chassenay d'Arce
57368,Australia,"This is the first vintage for this wine, a 50-50 blend of Cabernet and Shiraz matured in French and American oak hogsheads for a year. Vanilla notes frame mixed-berry flavors, then pick up savory hints of beef and espresso on the softly dusty finish. Drink now through 2020.",Illicium,89,,South Australia,Langhorne Creek,,Joe Czerwinski,@JoeCz,Heartland 2014 Illicium Shiraz-Cabernet Sauvignon (Langhorne Creek),Shiraz-Cabernet Sauvignon,Heartland
60520,Italy,"This offers mature black-skinned fruit and underbrush aromas. The palate is ripe yet firm, delivering prune, mocha and clove clove flavors blanketed in chewy tannins. Drink 2018–2023.",,89,48.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Podere Paganico 2011  Brunello di Montalcino,Sangiovese,Podere Paganico
74978,US,"A blend of 57% Merlot, 37% Cabernet Sauvignon and 6% Syrah, this opens with a sweetly spiced bouquet of red and purple fruits. The medium weight midpalate brings tart plum and cherry flavors, plentiful acidity and moderate, balanced tannins. Drink now through 2020.",Trutina,89,29.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dunham 2011 Trutina Red (Columbia Valley (WA)),Red Blend,Dunham
124914,France,"This is a surprisingly powerful wine, with (for a Beaujolais) a high alcohol. Densely textured, the wine is concentrated and dark with plenty of acidity as well as strawberry fruits. The wine is ready to drink, although it will be better from 2017.",Cuvée Juliette Louise,89,25.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine Cordier Père et Fils 2015 Cuvée Juliette Louise  (Beaujolais-Villages),Gamay,Domaine Cordier Père et Fils
127917,US,"Baked strawberry, stewed peppercorns and incense show on the peppery nose of this wine from veteran vintner Chuck Carlson's personal label. The flavors are darker than expected, with dried blueberry, boysenberry, beef char, cracked black pepper, tobacco and a touch of leather.",,89,30.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Carlson 2012 Cabernet Franc (Santa Ynez Valley),Cabernet Franc,Carlson
61063,US,"Aromas of cranberry, raspberry, rose hips and green herbs are all high-toned. The red-fruit flavors are elegantly styled and fresh in feel, backed by soft, plump tannins. It shows hang time on the finish. This is a very pretty wine and a unique expression of the variety and vineyard.",Seven Hills Vineyard,91,44.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Laelaps 2013 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Laelaps
107826,France,"This is a tight, mineral-textured wine with fresh citrus and lemon-zest flavors and a steely character. It is crisp, almost cool in style and could do with some aging in bottle.",Blanc de Blancs Brut,88,55.0,Champagne,Champagne,,Roger Voss,@vossroger,Charles Ellner NV Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Charles Ellner
49758,US,"This wine offers light medicinal aromas followed by red raspberry, cherry and woodspice. It's creamy in feel and richly flavorful, with smooth tannins and a finish that lingers.",,88,45.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Woodinville Wine Cellars 2012 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Woodinville Wine Cellars
73795,Spain,"Plum and berry aromas are forward, fresh and composed. This blend of 85% Tempranillo and 15% Cabernet Sauvignon is zesty and snappy in feel, while the flavors veer toward plum and berry with toast and oak accents. A juicy, pure finish makes it easy to like.",Hoya de Cadenas Reserva Privada,87,12.0,Levante,Utiel-Requena,,Michael Schachner,@wineschach,Vicente Gandia 2009 Hoya de Cadenas Reserva Privada Red (Utiel-Requena),Tempranillo Blend,Vicente Gandia
5416,Georgia,"Medium-gold to the eye, this wine has an interesting nose of grapefruit and coffee bean. It has flavors of pink grapefruit, almond paste, toast, vanilla and lemon curd and a slightly savory undercurrent on the palate that surges forward with notes of thyme and oregano on the finish.",Premium,88,20.0,Kakheti,,,Mike DeSimone,@worldwineguys,Danieli 2014 Premium Kisi (Kakheti),Kisi,Danieli
41883,Italy,This easygoing sparkler offers subdued aromas suggesting white flower and a whiff of white stone fruit. The simple lively palate offers yellow apple and a slightly candied citrusy note alongside firm acidity and vivacious steely bubbles.,Extra Dry,85,17.0,Veneto,Prosecco,,Kerin O’Keefe,@kerinokeefe,Tenuta Polvaro NV Extra Dry  (Prosecco),Glera,Tenuta Polvaro
63047,US,"Pale salmon colored, this is a straightforward summer sipper with notes of cherry, watermelon, and wet stone. It drinks dry with a hint of effervescence and tart flavors.",Rosé,85,11.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Waterbrook 2012 Rosé Sangiovese (Columbia Valley (WA)),Sangiovese,Waterbrook
274,Italy,"This is a gorgeous Italian white from northern Italy that boasts fragrant tones of spring flower and chopped herb backed by peach, honey and white almond. It's crisp, intense and would be perfect with basil Thai curry.",Estrosa,89,13.0,Piedmont,Monferrato,,,,Pico Maccario 2010 Estrosa White (Monferrato),White Blend,Pico Maccario
105375,France,"Juicy, appetizing apple notes rise from the glass, helped along by summer blossom and rose. The off-dry palate is generous with ripe peach and plum accented by pleasantly bitter notes of pith. The tiniest amount of spritz helps to keep things fresh.",Portrait,90,18.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Zinck 2015 Portrait Gewurztraminer (Alsace),Gewürztraminer,Domaine Zinck
43489,US,"A plush texture and oodles of tasty berry and cherry flavor make this medium-bodied wine hard to resist. Scents of pine forest, wild blackberries and mellow spices like nutmeg and clove give it complexity. The mouthfeel is smooth and supple, and the finish is soft and lingering.",Vintner's Reserve,90,20.0,California,California,California Other,Jim Gordon,@gordone_cellars,Kendall-Jackson 2013 Vintner's Reserve Pinot Noir (California),Pinot Noir,Kendall-Jackson
61558,US,"A bit unbalanced, with some raisiny tastes side by side with green, unripe notes of mint. But it's dry and smooth and rich enough, at this price.",,84,11.0,California,California,California Other,,,Little Black Dress 2008 Merlot (California),Merlot,Little Black Dress
8801,Italy,"This wine opens with aromas of leafy underbrush, meat juices and stewed prunes. The palate initially reveals rich black plum combined with extremely sweet sensations of cherry syrup. But the fruit doesn't stand up to the assertive and astringent tannins that generate a hollow midpalate and an abrupt, bitter finish.",,87,60.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Poggio Rubino 2009  Brunello di Montalcino,Sangiovese,Poggio Rubino
74133,South Africa,"There's a natural essence to this wine, exhibiting the best qualities of the grape as well as a sense of terroir. Soft herbal and mineral accent the clean, fruity core. Green pear, melon rind and a hint of peach pit unfold on the palate and follow through to the long, slightly spiced finish. Perfectly drinkable now, but will cellar nicely for another 3-5 years.",Organic Grapes,90,30.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Reyneke 2010 Organic Grapes Chenin Blanc (Stellenbosch),Chenin Blanc,Reyneke
73702,US,"Tannic waves of tartness add to a complicated, slightly carbonic edginess in this wine, accentuated by ripe black fruit that almost seems baked. Spicy acidity and a hit of forest floor make it savory and substantially rewarding.",Kanzler Vineyard,91,56.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,A.P. Vin 2014 Kanzler Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,A.P. Vin
8333,Chile,"Grassy aromas blend with tropical fruit notes to create a good but regular Casablanca bouquet. This feels lively and easy to take, while flavors of green herbs, grass and citrus finish a touch bitter, evidence of a cool vintage.",Nimbus Single Vineyard,87,15.0,Casablanca Valley,,,Michael Schachner,@wineschach,Viña Casablanca 2013 Nimbus Single Vineyard Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Viña Casablanca
85150,Italy,"Seductive and irresistible, Campo del Drago offers abundant density, richness and flavor. This hearty Brunello is bursting with cherries, blueberries, spice and milk chocolate. It's a modern, hedonistic wine with chewy density and a smooth, creamy texture.",Campo del Drago,92,75.0,Tuscany,Brunello di Montalcino,,,,Castiglion del Bosco 2004 Campo del Drago  (Brunello di Montalcino),Sangiovese Grosso,Castiglion del Bosco
113997,Italy,"Aromas of underbrush, porcini mushroom, scorched earth and prune lead the nose on this full-bodied wine. The concentrated palate offers blueberry extract and black plum, while notes of mocha and black pepper add depth. It's still young, with big, chewy tannins and enough fresh acidity to age another decade or more. Drink 2015–2024.",Capitel Monte Olmi Riserva,92,105.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Tedeschi 2009 Capitel Monte Olmi Riserva  (Amarone della Valpolicella Classico),Red Blend,Tedeschi
85308,US,"This pink blend of 64% Grenache, 31% Syrah and 6% Marsanne offers the expected array of bubblegum, pink roses, peach, watermelon and cool steel aromas on the nose. It's wound nice and tight on the palate, with warm notes of strawberry and bubblegum emerging on the midpalate, leveled by lemon-skin tartness and a chalky tension.",,90,28.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Kaleidos 2015 Rosé (Paso Robles),Rosé,Kaleidos
1947,US,"This is a fine, all-purpose red blend, mostly Cabernet, with time in one-third new French and American oak. Heavily charred, smoky and earthy, it's got a fair amount of dark cassis fruit to carry all the barrel toast and finishes with some notes of bark and stem.",Cow Catcher,87,24.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dumas Station 2010 Cow Catcher Red (Walla Walla Valley (WA)),Red Blend,Dumas Station
5272,US,"This 2011 Lola is light and creamy, with hints of buttered apple, from aging in 18% new French oak. It finishes soft, supple and lightly spiced.",Lola Evergreen Vineyard,88,30.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Efeste 2011 Lola Evergreen Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Efeste
82815,France,"The latest incarnation of this famous Champagne now comes from Roderer's own vineyards, a good portion of which are run on biodynamic lines. This still-young wine has great depth and richness, a beautiful balance between ripe fruit and crisp texture that make it alive, crisp and bright. As it matures, it will deepen and become even more intense. Drink now if you must, but preferably wait until 2019.",Cristal Brut,97,249.0,Champagne,Champagne,,Roger Voss,@vossroger,Louis Roederer 2009 Cristal Brut  (Champagne),Champagne Blend,Louis Roederer
69743,US,"This winery produces a vast array of wines, yet Syrah seems to thrive best in this vineyard deep up the Santa Maria Valley. The nose is white pepper, sweet plums and rich blackberries, while the relatively light palate is all pepper and verve, with darker hints of leather, tobacco and espresso. It's a great food wine.",Flood Family Vineyards,90,25.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Rancho Sisquoc 2012 Flood Family Vineyards Syrah (Santa Barbara County),Syrah,Rancho Sisquoc
36924,US,"Elegant and lush aromas of black plum and boysenberry mesh with violets and lavender on the nose of this wine. Earthy tones of mace, cinnamon and crushed gravel enhance the bouquet, while wild berries pop on the palate. Flavors of bay leaf, coffee bean and more lavender ride atop the soft and polished tannins.",Bien Nacido Vineyard,94,45.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Beckon 2015 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Beckon
64543,Italy,"Makers of textbook Prosecco, Mionetto's extra-dry sparkler is lush and pulpy with aromas of lemon blossom, melon, beeswax, pear and oats. Count on good freshness in the mouth. reinforced by lemon candy flavors.",Sergio Extra Dry,88,19.0,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Mionetto NV Sergio Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Mionetto
92312,US,"This is a diluted, straightforward wine dotted in pleasing layers of pear and papaya. It finishes clean and quick.",Fantozzi Vineyard,84,28.0,California,Los Carneros,Napa-Sonoma,Virginie Boone,@vboone,Manzanita Creek 2014 Fantozzi Vineyard Chardonnay (Los Carneros),Chardonnay,Manzanita Creek
1837,France,"Light and fruity, this is an attractive off-dry wine. It has a delicate spice character along with yellow fruits that are seasoned with pepper and acidity. Drink now.",,84,23.0,Alsace,Alsace,,Roger Voss,@vossroger,Kuehn 2013 Pinot Gris (Alsace),Pinot Gris,Kuehn
167,US,"The addition of 15% Petite Sirah takes this bottling to a compelling place, showing barely ripe blackberries, animal fat, smoke, black pepper and a wild clove element on the nose. It's rich and layered on the palate, where chalky tannins support black cherry, grilled beef and mint flavors. This has the bones to last awhile.",,91,28.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Dracaena 2013 Cabernet Franc (Paso Robles),Cabernet Franc,Dracaena
95917,Italy,"This Brut expression of Prosecco is easy and tight in the mouth with fresh floral fragrances of jasmine and white rose as well as fruity tones of stone fruit and lemon. The mouthfeel is tight, sharp and compact.",Cuvée Rustot Brut,86,15.0,Veneto,Prosecco,,,,Il Follo NV Cuvée Rustot Brut  (Prosecco),Glera,Il Follo
22691,France,"From a single vineyard just behind the line of Grand Cru vineyards, this is superior Chablis, wood aging bringing an attractive toasty character. It has green plum fruits to give balancing freshness. Ready to drink.",Le Grand Bois,87,,Burgundy,Chablis,,Roger Voss,@vossroger,Romain Bouchard 2008 Le Grand Bois  (Chablis),Chardonnay,Romain Bouchard
27371,US,"Maybe this wine needs some age, but right now it's strong in sweet jammy raspberries and cherries, and the oak sticks out, like a caramelized, sweet vanilla coat. Yet it has good acidity and a fine, silky structure. If only it finished drier and firmer.",,85,36.0,California,Santa Cruz Mountains,Central Coast,,,Woodside 2006 Pinot Noir (Santa Cruz Mountains),Pinot Noir,Woodside
42653,Moldova,"This Merlot has a nose of violets, cherry cola and talc powder. In the mouth, it tastes like red berries, blackberries and finishes with touch of milk chocolate.",Via Etulia Reserve,87,9.0,Moldova,,,Jeff Jenssen,@worldwineguys,Bostavan 2013 Via Etulia Reserve Merlot (Moldova),Merlot,Bostavan
50572,France,"This wine shows ample weight and concentration for a rosé. Bold, berry-scented aromas lead into similar flavors on the palate, joined by a hint of white chocolate. The texture is silky, lingering gently on the long finish. Drink up over the next few months.",Reméage Rosé de,90,20.0,France Other,Vin de France,,Joe Czerwinski,@JoeCz,Les Vins de Vienne 2012 Reméage Rosé de Syrah (Vin de France),Syrah,Les Vins de Vienne
128811,New Zealand,"Medium-bodied yet chunky in feel, this is a smoky wine, tinged with hints of roasted beetroot and mocha. Savory and earthy, it seems atypical for the variety and region.",The King's Fury,85,25.0,Marlborough,,,Joe Czerwinski,@JoeCz,Marisco Vineyards 2015 The King's Fury Pinot Noir (Marlborough),Pinot Noir,Marisco Vineyards
126455,US,"It's difficult to tame the harsh tannins of this variety, but the Ruby Hill winemaker did it. The result is a flavorful, firm-textured wine that's also complex in flavor and well-balanced overall. It's tempting to drink now with a dry-aged steak, but it will be best after 2020.",Estate Reserve Collection,93,29.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Ruby Hill Winery 2013 Estate Reserve Collection Petite Sirah (Livermore Valley),Petite Sirah,Ruby Hill Winery
27592,US,"The highly sought-after, perennially beautiful and brawny Hillside Select is 100% estate grown and 100% varietal. It wows after three years in barrel, painting a lush picture of tobacco, tea and firm, integrated tannin dusted in smoky clove scents. Intensely peppery, its youthful blackberry and cherry flavors shine through but will benefit from even more time in bottle, through 2032.",Hillside Select,98,265.0,California,Stags Leap District,Napa,Virginie Boone,@vboone,Shafer 2012 Hillside Select Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Shafer
82290,Austria,"This has a fleshy core of red cherry fruit and a prominent acidic backbone, making this a satisfying, food-friendly wine.",Reserve,85,,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Bründlmayer 2011 Reserve Zweigelt (Niederösterreich),Zweigelt,Bründlmayer
8332,Italy,"This wine opens with aromas of oak, butterscotch and dill that carry over to the palate alongside flavors of vanilla, lemon zest and apricot. This would be a nice alternative for fans of oaked Chardonnay.",Riserva Ambrosia,87,22.0,Central Italy,Verdicchio dei Castelli di Jesi Classico,,Kerin O’Keefe,@kerinokeefe,Vignamato 2008 Riserva Ambrosia  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,Vignamato
126426,US,"Fresh, jammy boysenberry, mulberry, raspberry and cherry fruits mark this vibrant, young Zinfandel. It's also bright in acidity, which gives it a clean, zingy mouthfeel. You might want to give it 2–3 years in the cellar to allow it to soften and mellow.",Beeson Ranch,88,38.0,California,Dry Creek Valley,Sonoma,,,Dry Creek Vineyard 2011 Beeson Ranch Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard
52593,US,"This light-bodied, dry wine smells fresh and fruity, tastes like crisp apples and honeydew melon, and has a soft texture that makes it easy to sip.",,85,23.0,California,California,California Other,Jim Gordon,@gordone_cellars,Bota Box 2015 Pinot Grigio (California),Pinot Grigio,Bota Box
36005,US,"Sonas is half Merlot, 33% Cabernet Sauvignon, and the rest Cabernet Franc. It has graham cracker scents and flavors, and a soft, smooth mouthfeel. The red plum fruit is swathed in plenty of mocha flavors; a most enjoyable, unpretentious wine.",Sonas,88,45.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,O•S Winery 2010 Sonas Red (Yakima Valley),Bordeaux-style Red Blend,O•S Winery
28576,US,"Available only in magnums, this Chard consists of a single barrel from the estate vineyard, which is in the Petaluma area, a very cool region. The wine is very fine. It's equal parts ripe green pears, Meyer lemons and smoky oak, with a firm, steely underpinning of minerals. Should age well for a Chardonnay, especially in the big bottle.",Precioso,94,150.0,California,Sonoma Coast,Sonoma,,,Keller Estate 2005 Precioso Chardonnay (Sonoma Coast),Chardonnay,Keller Estate
8171,Portugal,"In praise in the Loureiro grape, this dry wine has lively acidity while also having a ripe full texture of apples and pink grapefruit. The wine is crisp and intensely fruity. Drink now and until early 2018.",Maria Bonita,87,12.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2016 Maria Bonita Loureiro (Vinho Verde),Loureiro,Wines & Winemakers
92121,Italy,"Made with the native Nasco grape, which is usually reserved to make sweet dessert wines, this dry, full-bodied white opens with an attractive floral fragrance of Spanish broom, chamomile and a whiff of tropical fruit. The rich, creamy palate delivers ripe yellow apple, apricot and candied ginger while a note of toasted almond closes the finish.",Iselis Bianco,91,20.0,Sicily & Sardinia,Nasco di Cagliari,,Kerin O’Keefe,@kerinokeefe,Argiolas 2014 Iselis Bianco  (Nasco di Cagliari),Nasco,Argiolas
70551,US,"Strong in fruit, this is a high octane Pinot that floods the mouth with ripe flavors of cherry and blackberry Life Saver candy, Dr. Pepper and sweetly toasted cedar. It has an elegant structure and a silky mouthfeel that make it especially attractive. This should develop complexity over the next 6–8 years.",Ferguson Block,91,44.0,California,Carneros,Napa-Sonoma,,,Stemmler 2009 Ferguson Block Pinot Noir (Carneros),Pinot Noir,Stemmler
40428,US,"Made from fruit that was sourced entirely from the 1.5-acre estate vineyard, this limited-production, Dijon-clone-based Chardonnay captures the essence of the Abeja style. Complex, stylish and buttery, it's a striking, fruit-laden wine. The long, clean finish mixes a flavor of citrus rind with a streak of butterscotch.",,92,40.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Abeja 2011 Chardonnay (Walla Walla Valley (WA)),Chardonnay,Abeja
33841,US,"Sourced from old-vine Bacchus and Weinbau fruit, this also includes 20% grapes from the estate's Heather Hill vineyard. The aromas are dense and penetrating, with a powerful mix of black fruits, ripe berries, smoke, earth, olive and coffee. From the first sniff to the last swallow, the flavors are beautifully integrated and the effect symphonic.",Reserve,97,85.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Abeja 2007 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Abeja
49989,Italy,"This expression of Carmenère shows soft, plush aromas of blackberry and cherry fruit. The wine is aged in oak for two years, rendering rich flavors of espresso and dark chocolate, and a firm structure.",Carmerosso,90,40.0,Veneto,Veneto,,,,De Stefani 2008 Carmerosso Carmenère (Veneto),Carmenère,De Stefani
1095,US,"The winery shows its prowess with making delicious, affordable larger-production wines with this bright and easy drinking Cabernet, a study in soft tannins, juicy cranberry/currant fruit and composed structure. It's a good one to stock up on at the price and quality.",,90,28.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Robert Mondavi 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Robert Mondavi
32592,Chile,"Dry, spicy, crisp aromas of cool-climate red fruits come with a mild covering of sweet oak. This is a touch resiny on the palate, with woody, spicy flavors of plum and raspberry. An oaky, lightly herbal finish is juicy in feel.",Reserva,87,12.0,Casablanca Valley,,,Michael Schachner,@wineschach,Santa Carolina 2012 Reserva Pinot Noir (Casablanca Valley),Pinot Noir,Santa Carolina
